time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-17 00:00:00+00:00,48,26,105,69
2026-04-18 00:00:00+00:00,26,15,74,67
2026-04-19 00:00:00+00:00,30,22,99,56
2026-04-20 00:00:00+00:00,120,53,123,81
2026-04-21 00:00:00+00:00,80,46,141,67
2026-04-22 00:00:00+00:00,112,47,117,84
2026-04-23 00:00:00+00:00,91,31,106,76
2026-04-24 00:00:00+00:00,108,50,89,64
2026-04-25 00:00:00+00:00,76,37,54,48
2026-04-26 00:00:00+00:00,25,13,82,59
2026-04-27 00:00:00+00:00,41,23,96,80
2026-04-28 00:00:00+00:00,58,21,91,68
2026-04-29 00:00:00+00:00,33,19,131,99
2026-04-30 00:00:00+00:00,60,36,159,123
