time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-06 00:00:00+00:00,9,9,59,37
2025-09-07 00:00:00+00:00,22,19,86,31
2025-09-08 00:00:00+00:00,17,15,136,60
2025-09-09 00:00:00+00:00,20,20,76,52
2025-09-10 00:00:00+00:00,27,23,112,59
2025-09-11 00:00:00+00:00,24,22,144,60
2025-09-12 00:00:00+00:00,21,19,59,33
2025-09-13 00:00:00+00:00,9,8,40,36
2025-09-14 00:00:00+00:00,16,15,63,39
2025-09-15 00:00:00+00:00,18,18,90,56
2025-09-16 00:00:00+00:00,14,14,115,52
2025-09-17 00:00:00+00:00,29,22,90,47
2025-09-18 00:00:00+00:00,19,17,72,52
2025-09-19 00:00:00+00:00,34,22,99,39
