time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-27 00:00:00+00:00,24,18,107,64
2026-02-28 00:00:00+00:00,18,12,71,55
2026-03-01 00:00:00+00:00,19,18,76,50
2026-03-02 00:00:00+00:00,25,21,90,62
2026-03-03 00:00:00+00:00,31,17,133,64
2026-03-04 00:00:00+00:00,18,18,110,60
2026-03-05 00:00:00+00:00,32,22,119,73
2026-03-06 00:00:00+00:00,24,16,94,64
2026-03-07 00:00:00+00:00,32,18,62,47
2026-03-08 00:00:00+00:00,689,132,286,50
2026-03-09 00:00:00+00:00,386,104,264,77
2026-03-10 00:00:00+00:00,177,51,227,89
2026-03-11 00:00:00+00:00,75,50,170,91
2026-03-12 00:00:00+00:00,59,33,149,86
