time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-09 00:00:00+00:00,22,13,108,63
2025-01-10 00:00:00+00:00,8,8,117,60
2025-01-11 00:00:00+00:00,11,9,104,43
2025-01-12 00:00:00+00:00,10,9,101,37
2025-01-13 00:00:00+00:00,18,14,131,62
2025-01-14 00:00:00+00:00,14,13,94,60
2025-01-15 00:00:00+00:00,12,10,65,49
2025-01-16 00:00:00+00:00,10,10,123,48
2025-01-17 00:00:00+00:00,12,10,159,57
2025-01-18 00:00:00+00:00,6,5,75,39
2025-01-19 00:00:00+00:00,9,8,57,31
2025-01-20 00:00:00+00:00,16,11,71,52
2025-01-21 00:00:00+00:00,5,5,103,54
2025-01-22 00:00:00+00:00,10,8,154,61
