time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-05 00:00:00+00:00,32,22,119,73
2026-03-06 00:00:00+00:00,24,16,94,64
2026-03-07 00:00:00+00:00,32,18,62,47
2026-03-08 00:00:00+00:00,689,132,286,50
2026-03-09 00:00:00+00:00,386,104,264,77
2026-03-10 00:00:00+00:00,177,51,227,89
2026-03-11 00:00:00+00:00,75,50,170,91
2026-03-12 00:00:00+00:00,59,33,149,86
2026-03-13 00:00:00+00:00,22,20,136,59
2026-03-14 00:00:00+00:00,21,20,120,57
2026-03-15 00:00:00+00:00,22,14,96,63
2026-03-16 00:00:00+00:00,27,25,77,57
2026-03-17 00:00:00+00:00,17,11,132,79
2026-03-18 00:00:00+00:00,39,26,117,70
