time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-16 00:00:00+00:00,27,25,77,57
2026-03-17 00:00:00+00:00,17,11,132,79
2026-03-18 00:00:00+00:00,39,26,117,70
2026-03-19 00:00:00+00:00,168,18,130,77
2026-03-20 00:00:00+00:00,25,18,100,64
2026-03-21 00:00:00+00:00,16,14,63,51
2026-03-22 00:00:00+00:00,18,10,84,56
2026-03-23 00:00:00+00:00,27,19,102,76
2026-03-24 00:00:00+00:00,25,16,127,82
2026-03-25 00:00:00+00:00,27,18,156,97
2026-03-26 00:00:00+00:00,35,24,120,87
2026-03-27 00:00:00+00:00,38,21,146,76
2026-03-28 00:00:00+00:00,19,19,84,53
2026-03-29 00:00:00+00:00,53,28,67,46
