time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-22 00:00:00+00:00,15,15,92,74
2025-12-23 00:00:00+00:00,21,15,81,58
2025-12-24 00:00:00+00:00,25,11,120,66
2025-12-25 00:00:00+00:00,30,16,41,37
2025-12-26 00:00:00+00:00,19,10,87,51
2025-12-27 00:00:00+00:00,20,11,65,48
2025-12-28 00:00:00+00:00,26,16,55,39
2025-12-29 00:00:00+00:00,21,15,94,62
2025-12-30 00:00:00+00:00,30,19,82,58
2025-12-31 00:00:00+00:00,25,12,99,53
2026-01-01 00:00:00+00:00,22,12,59,46
2026-01-02 00:00:00+00:00,18,10,132,43
2026-01-03 00:00:00+00:00,18,12,89,46
2026-01-04 00:00:00+00:00,42,19,78,58
