time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-03 00:00:00+00:00,11,8,125,50
2025-01-04 00:00:00+00:00,9,9,106,54
2025-01-05 00:00:00+00:00,8,8,113,53
2025-01-06 00:00:00+00:00,15,11,62,43
2025-01-07 00:00:00+00:00,22,14,103,53
2025-01-08 00:00:00+00:00,13,10,119,74
2025-01-09 00:00:00+00:00,22,13,108,63
2025-01-10 00:00:00+00:00,8,8,117,60
2025-01-11 00:00:00+00:00,11,9,104,43
2025-01-12 00:00:00+00:00,10,9,101,37
2025-01-13 00:00:00+00:00,18,14,131,62
2025-01-14 00:00:00+00:00,14,13,94,60
2025-01-15 00:00:00+00:00,12,10,65,49
2025-01-16 00:00:00+00:00,10,10,123,48
