time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-06 00:00:00+00:00,29,20,125,83
2026-01-07 00:00:00+00:00,61,17,132,75
2026-01-08 00:00:00+00:00,21,15,120,76
2026-01-09 00:00:00+00:00,33,22,108,67
2026-01-10 00:00:00+00:00,24,14,118,59
2026-01-11 00:00:00+00:00,35,22,87,60
2026-01-12 00:00:00+00:00,39,31,137,71
2026-01-13 00:00:00+00:00,14,13,153,90
2026-01-14 00:00:00+00:00,28,18,113,78
2026-01-15 00:00:00+00:00,30,22,115,67
2026-01-16 00:00:00+00:00,27,18,137,72
2026-01-17 00:00:00+00:00,37,24,88,55
2026-01-18 00:00:00+00:00,36,25,92,56
2026-01-19 00:00:00+00:00,44,30,173,85
