time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-13 00:00:00+00:00,9,9,55,32
2024-12-14 00:00:00+00:00,4,4,63,26
2024-12-15 00:00:00+00:00,4,3,39,28
2024-12-16 00:00:00+00:00,8,8,72,37
2024-12-17 00:00:00+00:00,9,8,107,48
2024-12-18 00:00:00+00:00,9,8,136,50
2024-12-19 00:00:00+00:00,4,4,117,54
2024-12-20 00:00:00+00:00,6,6,49,29
2024-12-21 00:00:00+00:00,8,4,68,35
2024-12-22 00:00:00+00:00,3,3,45,33
2024-12-23 00:00:00+00:00,4,4,62,32
2024-12-24 00:00:00+00:00,8,7,63,34
2024-12-25 00:00:00+00:00,7,4,52,37
2024-12-26 00:00:00+00:00,5,5,46,33
