time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-16 00:00:00+00:00,1,1,,
2024-03-17 00:00:00+00:00,13,12,49.0,10.0
2024-03-18 00:00:00+00:00,39,37,135.0,21.0
2024-03-19 00:00:00+00:00,37,35,72.0,13.0
2024-03-20 00:00:00+00:00,28,27,128.0,26.0
2024-03-21 00:00:00+00:00,38,33,58.0,26.0
2024-03-22 00:00:00+00:00,48,42,199.0,24.0
2024-03-23 00:00:00+00:00,47,43,137.0,24.0
2024-03-24 00:00:00+00:00,51,35,138.0,18.0
2024-03-25 00:00:00+00:00,58,46,217.0,23.0
2024-03-26 00:00:00+00:00,45,38,109.0,20.0
2024-03-27 00:00:00+00:00,27,25,39.0,19.0
2024-03-28 00:00:00+00:00,53,46,62.0,17.0
2024-03-29 00:00:00+00:00,78,49,433.0,23.0
2024-03-30 00:00:00+00:00,50,37,204.0,26.0
