referrer,views_total,views_unique
Google,260,142
zed.dev,59,47
github.com,47,27
DuckDuckGo,31,21
oxide.md,21,14
search.brave.com,17,11
kagi.com,8,4
Bing,6,5
search.nixos.org,6,5
archlinux.org,4,3
