time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-07 00:00:00+00:00,17,12,86,47
2024-06-08 00:00:00+00:00,20,13,76,31
2024-06-09 00:00:00+00:00,12,8,197,114
2024-06-10 00:00:00+00:00,18,17,270,181
2024-06-11 00:00:00+00:00,12,12,298,87
2024-06-12 00:00:00+00:00,18,14,146,70
2024-06-13 00:00:00+00:00,30,17,120,69
2024-06-14 00:00:00+00:00,16,13,89,47
2024-06-15 00:00:00+00:00,10,6,41,31
2024-06-16 00:00:00+00:00,3,3,66,29
2024-06-17 00:00:00+00:00,14,10,70,48
2024-06-18 00:00:00+00:00,16,14,92,44
2024-06-19 00:00:00+00:00,13,9,104,36
2024-06-20 00:00:00+00:00,20,13,89,53
