time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-10 00:00:00+00:00,7,7,72,40
2024-11-11 00:00:00+00:00,8,8,85,45
2024-11-12 00:00:00+00:00,7,7,95,51
2024-11-13 00:00:00+00:00,6,6,78,44
2024-11-14 00:00:00+00:00,5,4,73,42
2024-11-15 00:00:00+00:00,4,4,115,57
2024-11-16 00:00:00+00:00,9,8,62,32
2024-11-17 00:00:00+00:00,2,2,78,34
2024-11-18 00:00:00+00:00,10,8,142,60
2024-11-19 00:00:00+00:00,7,7,92,61
2024-11-20 00:00:00+00:00,9,8,61,38
2024-11-21 00:00:00+00:00,5,4,76,45
2024-11-22 00:00:00+00:00,11,8,119,40
2024-11-23 00:00:00+00:00,8,6,38,23
