time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-13 00:00:00+00:00,21,18,100,66
2025-05-14 00:00:00+00:00,21,19,103,53
2025-05-15 00:00:00+00:00,19,18,93,55
2025-05-16 00:00:00+00:00,15,13,118,52
2025-05-17 00:00:00+00:00,14,11,60,38
2025-05-18 00:00:00+00:00,20,15,92,40
2025-05-19 00:00:00+00:00,38,24,115,61
2025-05-20 00:00:00+00:00,45,34,104,36
2025-05-21 00:00:00+00:00,18,16,77,44
2025-05-22 00:00:00+00:00,42,27,72,50
2025-05-23 00:00:00+00:00,22,10,105,57
2025-05-24 00:00:00+00:00,50,14,61,41
2025-05-25 00:00:00+00:00,56,14,84,47
2025-05-26 00:00:00+00:00,76,23,176,78
