referrer,views_total,views_unique
Google,314,183
zed.dev,114,75
github.com,70,38
search.brave.com,41,26
oxide.md,37,19
DuckDuckGo,35,23
Bing,13,10
search.nixos.org,5,5
kagi.com,5,3
yandex.ru,4,4
