referrer,views_total,views_unique
Google,450,235
oxide.md,91,21
zed.dev,83,65
github.com,82,42
DuckDuckGo,81,45
search.brave.com,40,25
youtube.com,36,21
Bing,20,15
search.nixos.org,11,6
archlinux.org,9,3
