referrer,views_total,views_unique
Google,294,162
zed.dev,60,48
github.com,58,27
DuckDuckGo,33,22
oxide.md,23,15
search.brave.com,15,11
Bing,14,9
kagi.com,11,6
search.nixos.org,6,5
mason-registry.dev,4,1
