time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-12 00:00:00+00:00,53,38,70,27
2024-04-13 00:00:00+00:00,32,30,56,23
2024-04-14 00:00:00+00:00,51,47,81,23
2024-04-15 00:00:00+00:00,61,52,59,29
2024-04-16 00:00:00+00:00,43,42,81,29
2024-04-17 00:00:00+00:00,43,40,125,37
2024-04-18 00:00:00+00:00,79,64,134,44
2024-04-19 00:00:00+00:00,50,46,83,45
2024-04-20 00:00:00+00:00,43,33,53,25
2024-04-21 00:00:00+00:00,69,30,164,27
2024-04-22 00:00:00+00:00,15,12,172,45
2024-04-23 00:00:00+00:00,48,24,278,52
2024-04-24 00:00:00+00:00,26,15,169,40
2024-04-25 00:00:00+00:00,12,10,160,86
