referrer,views_total,views_unique
Google,300,160
github.com,83,41
zed.dev,79,63
oxide.md,51,26
DuckDuckGo,47,28
search.brave.com,23,18
Bing,20,9
kagi.com,15,8
mason-registry.dev,5,2
libhunt.com,4,1
