time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-08 00:00:00+00:00,23,22,93,56
2025-05-09 00:00:00+00:00,21,18,88,59
2025-05-10 00:00:00+00:00,15,12,76,41
2025-05-11 00:00:00+00:00,21,15,142,42
2025-05-12 00:00:00+00:00,12,12,110,57
2025-05-13 00:00:00+00:00,21,18,100,66
2025-05-14 00:00:00+00:00,21,19,103,53
2025-05-15 00:00:00+00:00,19,18,93,55
2025-05-16 00:00:00+00:00,15,13,118,52
2025-05-17 00:00:00+00:00,14,11,60,38
2025-05-18 00:00:00+00:00,20,15,92,40
2025-05-19 00:00:00+00:00,38,24,115,61
2025-05-20 00:00:00+00:00,45,34,104,36
2025-05-21 00:00:00+00:00,13,11,66,40
