time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-31 00:00:00+00:00,45,33,73,55
2026-02-01 00:00:00+00:00,33,22,151,75
2026-02-02 00:00:00+00:00,38,31,172,110
2026-02-03 00:00:00+00:00,30,22,201,119
2026-02-04 00:00:00+00:00,28,23,161,85
2026-02-05 00:00:00+00:00,32,25,149,77
2026-02-06 00:00:00+00:00,20,19,128,74
2026-02-07 00:00:00+00:00,23,17,116,60
2026-02-08 00:00:00+00:00,46,25,132,71
2026-02-09 00:00:00+00:00,20,19,153,82
2026-02-10 00:00:00+00:00,25,23,179,98
2026-02-11 00:00:00+00:00,39,33,94,81
2026-02-12 00:00:00+00:00,33,22,140,78
2026-02-13 00:00:00+00:00,30,21,85,61
