time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-04 00:00:00+00:00,759,47,74,47
2026-09-05 00:00:00+00:00,19,19,69,48
2026-09-06 00:00:00+00:00,37,31,74,46
2026-09-07 00:00:00+00:00,34,23,92,52
2026-09-08 00:00:00+00:00,1911,55,98,69
2026-09-09 00:00:00+00:00,74,45,101,71
2026-09-10 00:00:00+00:00,101,28,123,55
2026-09-11 00:00:00+00:00,484,23,112,62
2026-09-12 00:00:00+00:00,837,37,68,44
2026-09-13 00:00:00+00:00,103,53,64,36
2026-09-14 00:00:00+00:00,1463,41,99,69
2026-09-15 00:00:00+00:00,1945,47,88,69
2026-09-16 00:00:00+00:00,1685,54,108,69
2026-09-17 00:00:00+00:00,1871,57,96,68
