time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-28 00:00:00+00:00,27,12,110,59
2026-06-29 00:00:00+00:00,69,37,140,80
2026-06-30 00:00:00+00:00,43,17,92,55
2026-07-01 00:00:00+00:00,40,24,92,59
2026-07-02 00:00:00+00:00,35,24,128,79
2026-07-03 00:00:00+00:00,18,14,107,77
2026-07-04 00:00:00+00:00,19,17,93,56
2026-07-05 00:00:00+00:00,40,24,93,48
2026-07-06 00:00:00+00:00,47,40,87,64
2026-07-07 00:00:00+00:00,38,26,92,61
2026-07-08 00:00:00+00:00,49,17,76,65
2026-07-09 00:00:00+00:00,36,22,98,60
2026-07-10 00:00:00+00:00,91,38,70,40
2026-07-11 00:00:00+00:00,60,22,64,46
