time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-29 00:00:00+00:00,29,20,103,67
2025-07-30 00:00:00+00:00,32,23,106,60
2025-07-31 00:00:00+00:00,22,14,107,54
2025-08-01 00:00:00+00:00,33,23,78,47
2025-08-02 00:00:00+00:00,25,14,54,32
2025-08-03 00:00:00+00:00,22,14,66,44
2025-08-04 00:00:00+00:00,31,22,96,54
2025-08-05 00:00:00+00:00,42,20,79,44
2025-08-06 00:00:00+00:00,28,17,99,54
2025-08-07 00:00:00+00:00,33,23,83,48
2025-08-08 00:00:00+00:00,104,96,72,45
2025-08-09 00:00:00+00:00,30,20,87,39
2025-08-10 00:00:00+00:00,25,14,80,31
2025-08-11 00:00:00+00:00,21,14,62,41
