referrer,views_total,views_unique
github.com,118,21
Google,77,39
oxide.md,21,8
zed.dev,9,8
t.co,6,4
search.brave.com,6,3
qwant.com,3,2
Bing,3,1
mail.google.com,2,1
yandex.ru,2,1
