time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-21 00:00:00+00:00,18,11,125,79
2026-01-22 00:00:00+00:00,29,16,124,84
2026-01-23 00:00:00+00:00,19,19,111,77
2026-01-24 00:00:00+00:00,30,25,70,51
2026-01-25 00:00:00+00:00,30,23,89,59
2026-01-26 00:00:00+00:00,41,30,105,78
2026-01-27 00:00:00+00:00,10,9,128,91
2026-01-28 00:00:00+00:00,28,22,161,80
2026-01-29 00:00:00+00:00,33,23,119,80
2026-01-30 00:00:00+00:00,27,20,108,79
2026-01-31 00:00:00+00:00,45,33,73,55
2026-02-01 00:00:00+00:00,33,22,151,75
2026-02-02 00:00:00+00:00,38,31,172,110
2026-02-03 00:00:00+00:00,30,22,201,119
