time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-04 00:00:00+00:00,17,15,117,71
2025-11-05 00:00:00+00:00,22,19,139,71
2025-11-06 00:00:00+00:00,39,26,106,71
2025-11-07 00:00:00+00:00,31,21,103,62
2025-11-08 00:00:00+00:00,29,22,79,44
2025-11-09 00:00:00+00:00,40,19,146,43
2025-11-10 00:00:00+00:00,29,28,106,65
2025-11-11 00:00:00+00:00,34,17,127,72
2025-11-12 00:00:00+00:00,18,16,140,59
2025-11-13 00:00:00+00:00,16,15,109,62
2025-11-14 00:00:00+00:00,26,19,96,60
2025-11-15 00:00:00+00:00,16,13,52,27
2025-11-16 00:00:00+00:00,18,17,85,52
2025-11-17 00:00:00+00:00,12,11,85,60
