time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-07 00:00:00+00:00,14,10,66,40
2025-12-08 00:00:00+00:00,32,25,116,65
2025-12-09 00:00:00+00:00,15,13,77,59
2025-12-10 00:00:00+00:00,33,22,151,76
2025-12-11 00:00:00+00:00,12,12,106,73
2025-12-12 00:00:00+00:00,10,10,71,55
2025-12-13 00:00:00+00:00,11,10,65,49
2025-12-14 00:00:00+00:00,19,13,45,38
2025-12-15 00:00:00+00:00,21,15,85,54
2025-12-16 00:00:00+00:00,15,15,93,65
2025-12-17 00:00:00+00:00,29,22,81,56
2025-12-18 00:00:00+00:00,20,13,116,64
2025-12-19 00:00:00+00:00,24,17,91,60
2025-12-20 00:00:00+00:00,7,7,42,35
