time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-08 00:00:00+00:00,49,17,76,65
2026-07-09 00:00:00+00:00,36,22,98,60
2026-07-10 00:00:00+00:00,91,38,70,40
2026-07-11 00:00:00+00:00,60,22,64,46
2026-07-12 00:00:00+00:00,27,17,82,60
2026-07-13 00:00:00+00:00,40,21,75,58
2026-07-14 00:00:00+00:00,63,40,92,63
2026-07-15 00:00:00+00:00,21,19,60,41
2026-07-16 00:00:00+00:00,53,26,46,32
2026-07-17 00:00:00+00:00,32,20,59,43
2026-07-18 00:00:00+00:00,35,19,91,43
2026-07-19 00:00:00+00:00,32,17,54,42
2026-07-20 00:00:00+00:00,58,32,70,50
2026-07-21 00:00:00+00:00,63,29,74,63
