time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-02 00:00:00+00:00,23,16,84,50
2025-03-03 00:00:00+00:00,35,24,214,67
2025-03-04 00:00:00+00:00,30,28,104,54
2025-03-05 00:00:00+00:00,31,25,99,53
2025-03-06 00:00:00+00:00,44,34,84,49
2025-03-07 00:00:00+00:00,31,25,192,109
2025-03-08 00:00:00+00:00,72,35,207,126
2025-03-09 00:00:00+00:00,26,21,116,52
2025-03-10 00:00:00+00:00,40,39,174,62
2025-03-11 00:00:00+00:00,36,33,66,48
2025-03-12 00:00:00+00:00,35,30,114,59
2025-03-13 00:00:00+00:00,35,32,115,64
2025-03-14 00:00:00+00:00,24,21,106,58
2025-03-15 00:00:00+00:00,23,19,75,48
