referrer,views_total,views_unique
Google,268,168
zed.dev,114,78
github.com,78,44
DuckDuckGo,39,23
oxide.md,37,21
search.brave.com,30,22
Bing,14,8
search.nixos.org,5,5
kagi.com,5,3
libhunt.com,4,1
