time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-13 00:00:00+00:00,29,24,112,61
2025-10-14 00:00:00+00:00,40,17,98,55
2025-10-15 00:00:00+00:00,38,25,151,62
2025-10-16 00:00:00+00:00,34,18,104,74
2025-10-17 00:00:00+00:00,18,13,120,78
2025-10-18 00:00:00+00:00,13,13,84,58
2025-10-19 00:00:00+00:00,19,16,97,62
2025-10-20 00:00:00+00:00,22,19,165,95
2025-10-21 00:00:00+00:00,31,19,108,77
2025-10-22 00:00:00+00:00,35,16,92,66
2025-10-23 00:00:00+00:00,14,12,91,72
2025-10-24 00:00:00+00:00,19,13,114,69
2025-10-25 00:00:00+00:00,186,46,123,54
2025-10-26 00:00:00+00:00,33,15,60,50
