time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-27 00:00:00+00:00,31,20,122,65
2025-08-28 00:00:00+00:00,37,26,103,48
2025-08-29 00:00:00+00:00,19,9,94,58
2025-08-30 00:00:00+00:00,31,18,91,42
2025-08-31 00:00:00+00:00,26,17,73,54
2025-09-01 00:00:00+00:00,46,33,131,62
2025-09-02 00:00:00+00:00,32,23,166,89
2025-09-03 00:00:00+00:00,16,16,118,71
2025-09-04 00:00:00+00:00,29,24,131,67
2025-09-05 00:00:00+00:00,20,18,88,54
2025-09-06 00:00:00+00:00,9,9,59,37
2025-09-07 00:00:00+00:00,22,19,86,31
2025-09-08 00:00:00+00:00,17,15,136,60
2025-09-09 00:00:00+00:00,14,14,75,51
