time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-07 00:00:00+00:00,29,22,111,76
2026-04-08 00:00:00+00:00,49,36,109,80
2026-04-09 00:00:00+00:00,35,20,170,81
2026-04-10 00:00:00+00:00,45,25,223,105
2026-04-11 00:00:00+00:00,66,22,82,52
2026-04-12 00:00:00+00:00,52,31,128,84
2026-04-13 00:00:00+00:00,32,21,138,93
2026-04-14 00:00:00+00:00,30,20,145,95
2026-04-15 00:00:00+00:00,50,34,327,239
2026-04-16 00:00:00+00:00,23,13,117,76
2026-04-17 00:00:00+00:00,48,26,105,69
2026-04-18 00:00:00+00:00,26,15,74,67
2026-04-19 00:00:00+00:00,30,22,99,56
2026-04-20 00:00:00+00:00,120,53,123,81
