time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-10 00:00:00+00:00,15,11,104,47
2024-07-11 00:00:00+00:00,6,5,104,65
2024-07-12 00:00:00+00:00,13,11,311,76
2024-07-13 00:00:00+00:00,4,4,97,47
2024-07-14 00:00:00+00:00,15,9,80,41
2024-07-15 00:00:00+00:00,13,12,98,57
2024-07-16 00:00:00+00:00,3,3,114,56
2024-07-17 00:00:00+00:00,3,2,125,58
2024-07-18 00:00:00+00:00,5,5,172,64
2024-07-19 00:00:00+00:00,15,10,143,61
2024-07-20 00:00:00+00:00,8,7,129,51
2024-07-21 00:00:00+00:00,5,4,91,46
2024-07-22 00:00:00+00:00,7,5,90,61
2024-07-23 00:00:00+00:00,12,10,131,54
