referrer,views_total,views_unique
Google,232,152
github.com,88,58
oxide.md,71,20
zed.dev,70,54
DuckDuckGo,37,26
search.brave.com,23,17
kagi.com,12,4
Bing,6,5
search.nixos.org,3,3
4d8e06f5.isolation.zscaler.com,3,2
