time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-31 00:00:00+00:00,25,12,99,53
2026-01-01 00:00:00+00:00,22,12,59,46
2026-01-02 00:00:00+00:00,18,10,132,43
2026-01-03 00:00:00+00:00,18,12,89,46
2026-01-04 00:00:00+00:00,42,19,78,58
2026-01-05 00:00:00+00:00,28,21,132,88
2026-01-06 00:00:00+00:00,29,20,125,83
2026-01-07 00:00:00+00:00,61,17,132,75
2026-01-08 00:00:00+00:00,21,15,120,76
2026-01-09 00:00:00+00:00,33,22,108,67
2026-01-10 00:00:00+00:00,24,14,118,59
2026-01-11 00:00:00+00:00,35,22,87,60
2026-01-12 00:00:00+00:00,39,31,137,71
2026-01-13 00:00:00+00:00,14,13,153,90
