referrer,views_total,views_unique
Google,426,238
zed.dev,102,67
oxide.md,77,28
github.com,75,41
DuckDuckGo,74,42
search.brave.com,43,29
youtube.com,28,14
Bing,19,16
search.nixos.org,6,6
minerva.mamansoft.net,5,2
