time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-26 00:00:00+00:00,34,18,94,71
2026-05-27 00:00:00+00:00,56,26,66,56
2026-05-28 00:00:00+00:00,16,12,76,56
2026-05-29 00:00:00+00:00,47,26,88,73
2026-05-30 00:00:00+00:00,60,19,94,55
2026-05-31 00:00:00+00:00,38,22,84,66
2026-06-01 00:00:00+00:00,36,22,118,63
2026-06-02 00:00:00+00:00,46,24,50,37
2026-06-03 00:00:00+00:00,36,25,64,51
2026-06-04 00:00:00+00:00,32,18,73,55
2026-06-05 00:00:00+00:00,97,69,147,77
2026-06-06 00:00:00+00:00,56,35,112,50
2026-06-07 00:00:00+00:00,61,26,77,53
2026-06-08 00:00:00+00:00,50,29,94,63
