time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-28 00:00:00+00:00,94,27,101,59
2026-08-29 00:00:00+00:00,31,20,58,40
2026-08-30 00:00:00+00:00,115,27,86,47
2026-08-31 00:00:00+00:00,58,38,121,74
2026-09-01 00:00:00+00:00,26,20,84,55
2026-09-02 00:00:00+00:00,671,19,120,81
2026-09-03 00:00:00+00:00,54,20,86,54
2026-09-04 00:00:00+00:00,759,47,74,47
2026-09-05 00:00:00+00:00,19,19,69,48
2026-09-06 00:00:00+00:00,37,31,74,46
2026-09-07 00:00:00+00:00,34,23,92,52
2026-09-08 00:00:00+00:00,1911,55,98,69
2026-09-09 00:00:00+00:00,74,45,101,71
2026-09-10 00:00:00+00:00,101,28,123,55
