time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-28 00:00:00+00:00,58,21,91,68
2026-04-29 00:00:00+00:00,33,19,131,99
2026-04-30 00:00:00+00:00,60,36,159,123
2026-05-01 00:00:00+00:00,44,19,154,102
2026-05-02 00:00:00+00:00,47,23,120,84
2026-05-03 00:00:00+00:00,45,20,118,84
2026-05-04 00:00:00+00:00,69,34,142,94
2026-05-05 00:00:00+00:00,30,11,110,71
2026-05-06 00:00:00+00:00,51,24,105,71
2026-05-07 00:00:00+00:00,53,27,125,100
2026-05-08 00:00:00+00:00,57,31,84,70
2026-05-09 00:00:00+00:00,1040,48,92,64
2026-05-10 00:00:00+00:00,24,17,85,67
2026-05-11 00:00:00+00:00,51,29,82,64
