time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-30 00:00:00+00:00,4,4,121,48
2024-07-01 00:00:00+00:00,13,11,72,44
2024-07-02 00:00:00+00:00,36,7,285,40
2024-07-03 00:00:00+00:00,12,7,122,38
2024-07-04 00:00:00+00:00,18,12,95,39
2024-07-05 00:00:00+00:00,6,3,105,40
2024-07-06 00:00:00+00:00,5,5,82,38
2024-07-07 00:00:00+00:00,8,6,59,26
2024-07-08 00:00:00+00:00,5,4,56,42
2024-07-09 00:00:00+00:00,9,9,118,45
2024-07-10 00:00:00+00:00,15,11,104,47
2024-07-11 00:00:00+00:00,6,5,104,65
2024-07-12 00:00:00+00:00,13,11,311,76
2024-07-13 00:00:00+00:00,4,4,93,45
