time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-23 00:00:00+00:00,9,9,126,60
2024-09-24 00:00:00+00:00,13,11,140,64
2024-09-25 00:00:00+00:00,12,8,195,68
2024-09-26 00:00:00+00:00,8,7,136,59
2024-09-27 00:00:00+00:00,10,7,111,44
2024-09-28 00:00:00+00:00,4,4,74,50
2024-09-29 00:00:00+00:00,22,12,160,43
2024-09-30 00:00:00+00:00,8,7,106,56
2024-10-01 00:00:00+00:00,12,10,81,52
2024-10-02 00:00:00+00:00,8,8,103,60
2024-10-03 00:00:00+00:00,12,10,156,62
2024-10-04 00:00:00+00:00,10,9,88,46
2024-10-05 00:00:00+00:00,12,10,95,41
2024-10-06 00:00:00+00:00,5,5,66,43
