time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-18 00:00:00+00:00,13,13,84,58
2025-10-19 00:00:00+00:00,19,16,97,62
2025-10-20 00:00:00+00:00,22,19,165,95
2025-10-21 00:00:00+00:00,31,19,108,77
2025-10-22 00:00:00+00:00,35,16,92,66
2025-10-23 00:00:00+00:00,14,12,91,72
2025-10-24 00:00:00+00:00,19,13,114,69
2025-10-25 00:00:00+00:00,186,46,123,54
2025-10-26 00:00:00+00:00,34,16,62,52
2025-10-27 00:00:00+00:00,30,21,125,70
2025-10-28 00:00:00+00:00,35,26,181,97
2025-10-29 00:00:00+00:00,19,12,100,77
2025-10-30 00:00:00+00:00,20,17,96,76
2025-10-31 00:00:00+00:00,25,15,106,62
