time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-07 00:00:00+00:00,18,12,144,57
2024-11-08 00:00:00+00:00,8,7,75,44
2024-11-09 00:00:00+00:00,4,4,71,39
2024-11-10 00:00:00+00:00,7,7,72,40
2024-11-11 00:00:00+00:00,8,8,85,45
2024-11-12 00:00:00+00:00,7,7,95,51
2024-11-13 00:00:00+00:00,6,6,78,44
2024-11-14 00:00:00+00:00,5,4,73,42
2024-11-15 00:00:00+00:00,4,4,115,57
2024-11-16 00:00:00+00:00,9,8,62,32
2024-11-17 00:00:00+00:00,2,2,78,34
2024-11-18 00:00:00+00:00,10,8,142,60
2024-11-19 00:00:00+00:00,7,7,92,61
2024-11-20 00:00:00+00:00,8,7,58,36
