time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-27 00:00:00+00:00,10,7,111,44
2024-09-28 00:00:00+00:00,4,4,74,50
2024-09-29 00:00:00+00:00,22,12,160,43
2024-09-30 00:00:00+00:00,8,7,106,56
2024-10-01 00:00:00+00:00,12,10,81,52
2024-10-02 00:00:00+00:00,8,8,103,60
2024-10-03 00:00:00+00:00,12,10,156,62
2024-10-04 00:00:00+00:00,10,9,88,46
2024-10-05 00:00:00+00:00,12,10,95,41
2024-10-06 00:00:00+00:00,9,6,73,46
2024-10-07 00:00:00+00:00,12,11,145,61
2024-10-08 00:00:00+00:00,9,8,78,54
2024-10-09 00:00:00+00:00,11,8,139,56
2024-10-10 00:00:00+00:00,7,5,90,49
