time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-02 00:00:00+00:00,36,18,102,61
2025-06-03 00:00:00+00:00,33,19,105,65
2025-06-04 00:00:00+00:00,62,23,95,52
2025-06-05 00:00:00+00:00,40,27,73,52
2025-06-06 00:00:00+00:00,23,13,90,44
2025-06-07 00:00:00+00:00,27,14,49,27
2025-06-08 00:00:00+00:00,33,18,108,43
2025-06-09 00:00:00+00:00,32,19,105,48
2025-06-10 00:00:00+00:00,40,22,126,58
2025-06-11 00:00:00+00:00,26,17,80,48
2025-06-12 00:00:00+00:00,32,20,68,45
2025-06-13 00:00:00+00:00,36,26,87,40
2025-06-14 00:00:00+00:00,17,10,52,26
2025-06-15 00:00:00+00:00,12,11,51,35
