time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-14 00:00:00+00:00,30,20,145,95
2026-04-15 00:00:00+00:00,50,34,327,239
2026-04-16 00:00:00+00:00,23,13,117,76
2026-04-17 00:00:00+00:00,48,26,105,69
2026-04-18 00:00:00+00:00,26,15,74,67
2026-04-19 00:00:00+00:00,30,22,99,56
2026-04-20 00:00:00+00:00,120,53,123,81
2026-04-21 00:00:00+00:00,80,46,141,67
2026-04-22 00:00:00+00:00,112,47,117,84
2026-04-23 00:00:00+00:00,91,31,106,76
2026-04-24 00:00:00+00:00,108,50,89,64
2026-04-25 00:00:00+00:00,76,37,54,48
2026-04-26 00:00:00+00:00,25,13,82,59
2026-04-27 00:00:00+00:00,41,23,96,80
