time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-24 00:00:00+00:00,24,23,87,63
2025-11-25 00:00:00+00:00,46,36,154,66
2025-11-26 00:00:00+00:00,20,17,95,61
2025-11-27 00:00:00+00:00,15,14,77,53
2025-11-28 00:00:00+00:00,12,12,76,50
2025-11-29 00:00:00+00:00,20,17,52,33
2025-11-30 00:00:00+00:00,14,13,60,37
2025-12-01 00:00:00+00:00,62,30,117,49
2025-12-02 00:00:00+00:00,54,26,89,58
2025-12-03 00:00:00+00:00,121,40,122,56
2025-12-04 00:00:00+00:00,11,11,107,57
2025-12-05 00:00:00+00:00,18,17,112,54
2025-12-06 00:00:00+00:00,28,18,74,51
2025-12-07 00:00:00+00:00,11,7,65,39
