referrer,views_total,views_unique
Google,310,164
github.com,62,29
zed.dev,61,49
DuckDuckGo,32,22
oxide.md,23,15
search.brave.com,15,11
Bing,14,9
kagi.com,12,7
search.nixos.org,6,5
archlinux.org,4,3
