time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-03 00:00:00+00:00,30,22,201,119
2026-02-04 00:00:00+00:00,28,23,161,85
2026-02-05 00:00:00+00:00,32,25,149,77
2026-02-06 00:00:00+00:00,20,19,128,74
2026-02-07 00:00:00+00:00,23,17,116,60
2026-02-08 00:00:00+00:00,46,25,132,71
2026-02-09 00:00:00+00:00,20,19,153,82
2026-02-10 00:00:00+00:00,25,23,179,98
2026-02-11 00:00:00+00:00,39,33,94,81
2026-02-12 00:00:00+00:00,33,22,140,78
2026-02-13 00:00:00+00:00,30,21,85,61
2026-02-14 00:00:00+00:00,16,14,85,57
2026-02-15 00:00:00+00:00,31,24,70,52
2026-02-16 00:00:00+00:00,26,20,104,68
