time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-14 00:00:00+00:00,34,14,79,66
2026-05-15 00:00:00+00:00,56,26,97,52
2026-05-16 00:00:00+00:00,41,19,79,57
2026-05-17 00:00:00+00:00,30,23,76,59
2026-05-18 00:00:00+00:00,48,24,93,80
2026-05-19 00:00:00+00:00,44,27,107,67
2026-05-20 00:00:00+00:00,67,34,80,68
2026-05-21 00:00:00+00:00,44,29,81,57
2026-05-22 00:00:00+00:00,47,23,82,61
2026-05-23 00:00:00+00:00,33,18,124,62
2026-05-24 00:00:00+00:00,25,17,96,56
2026-05-25 00:00:00+00:00,41,23,147,82
2026-05-26 00:00:00+00:00,34,18,94,71
2026-05-27 00:00:00+00:00,56,26,66,56
